Material ID,Plant ID,Month/Year,Stock,in/transit,Open PO
NEUDRO1,DEF2,04/01/26,0,0,201600
NEUDRO1,LUL1,04/01/26,0,0,0
NEUDRO1,BEEX,04/01/26,0,0,806400
NEUDRO1,DEW1,04/01/26,0,0,0
NEUDRO1,DEH1,05/01/26,0,0,0
NEUDRO1,DEW1,05/01/26,0,0,0
NEUDRO1,FRM1,05/01/26,0,0,0
NEUDRO1,LUL1,05/01/26,0,0,0
NEUDRO1,LUEX,05/01/26,0,0,0
NEUDRO1,DEF2,05/01/26,0,0,403200
NEUDRO1,BEEX,05/01/26,0,0,504000
NEUDRO1,DEF2,06/01/26,0,0,100800
NEUDRO1,LUL1,06/01/26,0,0,0
NEUDRO1,DEW1,06/01/26,0,0,0
NEUDRO1,BEEX,06/01/26,0,0,100800
NEUDRO1,DEH1,06/01/26,0,0,0
NEUDRO1,LUEX,06/01/26,0,0,0
NEUDRO1,FRM1,06/01/26,0,0,0
NEUDRO1,LUEX,07/01/26,0,0,0
NEUDRO1,FRM1,07/01/26,0,0,0
NEUDRO1,DEH1,07/01/26,0,0,0
NEUDRO1,BEEX,07/01/26,0,0,0
NEUDRO1,LUL1,07/01/26,0,0,0
NEUDRO1,DEW1,07/01/26,0,0,0
NEUDRO1,DEF2,07/01/26,0,0,0
NEUDRO1,DEW1,08/01/26,0,0,0
NEUDRO1,LUEX,08/01/26,0,0,0
NEUDRO1,LUL1,08/01/26,0,0,0
NEUDRO1,DEF2,08/01/26,0,0,0
NEUDRO1,FRM1,08/01/26,0,0,0
NEUDRO1,DEH1,08/01/26,0,0,0
NEUDRO1,BEEX,08/01/26,0,0,0
NEUDRO1,DEF2,09/01/26,0,0,0
NEUDRO1,LUEX,09/01/26,0,0,0
NEUDRO1,FRM1,09/01/26,0,0,0
NEUDRO1,LUL1,09/01/26,0,0,0
NEUDRO1,DEH1,09/01/26,0,0,0
NEUDRO1,BEEX,09/01/26,0,0,0
NEUDRO1,DEW1,09/01/26,0,0,0
NEUDRO1,LUL1,10/01/26,0,0,0
NEUDRO1,DEF2,10/01/26,0,0,0
NEUDRO1,FRM1,10/01/26,0,0,0
NEUDRO1,LUEX,10/01/26,0,0,0
NEUDRO1,DEH1,10/01/26,0,0,0
NEUDRO1,BEEX,10/01/26,0,0,0
NEUDRO1,DEW1,10/01/26,0,0,0
NEUDRO3,DEF1,02/01/25,17640,0,0
NEUDRO3,BEEX,02/01/25,0,0,0
NEUDRO3,LUEX,02/01/25,110880,0,0
NEUDRO3,FRA1,02/01/25,83160,0,0
NEUDRO3,DEF1,03/01/25,17640,0,0
NEUDRO3,FRA1,03/01/25,309960,0,0
NEUDRO3,SIS1,03/01/25,0,0,0
NEUDRO3,BEEX,03/01/25,0,0,0
NEUDRO3,DEH1,03/01/25,0,0,0
NEUDRO3,LUEX,03/01/25,123480,0,0
NEUDRO3,BEEX,04/01/25,0,0,0
NEUDRO3,DEF1,04/01/25,0,0,0
NEUDRO3,DEH1,04/01/25,0,0,0
NEUDRO3,LUEX,04/01/25,117180,0,0
NEUDRO3,SIS1,04/01/25,20160,0,0
NEUDRO3,FRA1,04/01/25,168840,0,0
NEUDRO3,LUEX,05/01/25,109620,0,0
NEUDRO3,DEH1,05/01/25,0,0,0
NEUDRO3,SIS1,05/01/25,0,0,0
NEUDRO3,FRA1,05/01/25,393120,0,0
NEUDRO3,BEEX,05/01/25,0,0,0
NEUDRO3,DEF1,05/01/25,12600,0,0
NEUDRO3,DEF1,06/01/25,10080,0,0
NEUDRO3,DEH1,06/01/25,0,0,0
NEUDRO3,FRA1,06/01/25,154980,0,0
NEUDRO3,LUEX,06/01/25,142380,0,0
NEUDRO3,BEEX,06/01/25,0,0,0
NEUDRO3,BEEX,07/01/25,40320,0,0
NEUDRO3,DEF1,07/01/25,35280,0,0
NEUDRO3,DEH1,07/01/25,0,0,0
NEUDRO3,LUEX,07/01/25,200340,0,0
NEUDRO3,FRA1,07/01/25,396900,0,0
NEUDRO3,LUEX,08/01/25,316260,0,0
NEUDRO3,DEF1,08/01/25,10080,0,0
NEUDRO3,BEEX,08/01/25,0,0,0
NEUDRO3,DEH1,08/01/25,0,0,0
NEUDRO3,FRA1,08/01/25,209160,0,0
NEUDRO3,LUEX,09/01/25,80640,0,0
NEUDRO3,DEF1,09/01/25,0,0,0
NEUDRO3,DEH1,09/01/25,0,0,0
NEUDRO3,FRA1,09/01/25,165060,0,0
NEUDRO3,LUEX,10/01/25,20160,0,0
NEUDRO3,DEF1,10/01/25,0,0,0
NEUDRO3,DEH1,10/01/25,0,0,0
NEUDRO3,FRA1,10/01/25,185220,20160,0
NEUDRO3,FRA1,11/01/25,213940,0,0
NEUDRO3,DEF1,11/01/25,0,0,0
NEUDRO3,DEH1,11/01/25,0,0,0
NEUDRO3,LUEX,11/01/25,0,0,0
NEUDRO3,DEH1,12/01/25,0,0,0
NEUDRO3,FRA1,12/01/25,246960,0,0
NEUDRO3,LUEX,12/01/25,0,0,0
NEUDRO3,BEEX,12/01/25,0,0,403200
NEUDRO3,SIS1,01/01/26,0,0,0
NEUDRO3,LUEX,01/01/26,0,0,0
NEUDRO3,FRA1,01/01/26,91980,403200,0
NEUDRO3,DEF1,01/01/26,0,0,0
NEUDRO3,DEH1,01/01/26,0,0,0
NEUDRO3,FRA1,02/01/26,0,524160,0
NEUDRO3,SIS1,02/01/26,0,0,0
NEUDRO3,DEH1,02/01/26,0,0,0
NEUDRO3,FRA1,03/01/26,0,0,403200
NEUDRO3,DEH1,03/01/26,0,0,0
NEUDRO3,SIS1,03/01/26,0,0,0
NEUDRO3,DEH1,04/01/26,0,0,0
NEUDRO3,FRA1,04/01/26,0,0,302400
NEUDRO3,SIS1,04/01/26,0,0,0
NEUDRO3,FRA1,05/01/26,0,0,302400
NEUDRO3,SIS1,05/01/26,0,0,0
NEUDRO3,DEH1,05/01/26,0,0,0
NEUDRO3,SIS1,06/01/26,0,0,0
NEUDRO3,FRA1,06/01/26,0,0,0
NEUDRO3,DEH1,06/01/26,0,0,0
NEUDRO3,FRA1,07/01/26,0,0,0
NEUDRO3,SIS1,07/01/26,0,0,0
NEUDRO3,DEH1,07/01/26,0,0,0
NEUDRO3,FRA1,08/01/26,0,0,0
NEUDRO3,DEH1,08/01/26,0,0,0
NEUDRO3,SIS1,08/01/26,0,0,0
NEUDRO3,FRA1,09/01/26,0,0,0
NEUDRO3,SIS1,09/01/26,0,0,0
NEUDRO3,DEH1,09/01/26,0,0,0
NEUDRO3,SIS1,10/01/26,0,0,0
NEUDRO3,DEH1,10/01/26,0,0,0
NEUDRO3,FRA1,10/01/26,0,0,0
NOKANDO,RSKR,02/01/25,161280,0,0
NOKANDO,LUEX,02/01/25,40320,0,0
NOKANDO,TRTU,02/01/25,170291,0,0
NOKANDO,PLPL,02/01/25,391860,0,0
NOKANDO,TRTZ,02/01/25,311010,0,0
NOKANDO,PLPL,03/01/25,383355,0,0
NOKANDO,TRTU,03/01/25,226800,0,0
NOKANDO,LUEX,03/01/25,0,0,0
NOKANDO,SIS1,03/01/25,0,0,0
NOKANDO,RSKR,03/01/25,246960,0,0
NOKANDO,TRTZ,03/01/25,213990,0,0
NOKANDO,RSKR,04/01/25,148680,0,0
NOKANDO,TRTZ,04/01/25,328020,0,0
NOKANDO,PLPL,04/01/25,320040,0,0
NOKANDO,TRTU,04/01/25,253180,0,0
NOKANDO,TRTU,05/01/25,169925,0,0
NOKANDO,RSKR,05/01/25,280980,0,0
NOKANDO,LUEX,05/01/25,0,0,0
NOKANDO,TRTZ,05/01/25,233100,0,0
NOKANDO,PLPL,05/01/25,117180,0,0
NOKANDO,SIS1,05/01/25,0,0,0
NOKANDO,TRTU,06/01/25,271390,0,0
NOKANDO,RSKR,06/01/25,175140,0,0
NOKANDO,PLPL,06/01/25,294336,0,0
NOKANDO,TRTZ,06/01/25,85680,0,0
NOKANDO,PLPL,07/01/25,658728,0,20160
NOKANDO,TRTU,07/01/25,437220,0,0
NOKANDO,TRTZ,07/01/25,276150,0,0
NOKANDO,DEF2,07/01/25,0,0,0
NOKANDO,RSKR,07/01/25,410760,0,0
NOKANDO,SIS1,07/01/25,0,0,0
NOKANDO,LUL1,07/01/25,0,0,0
NOKANDO,TRTZ,08/01/25,522060,0,0
NOKANDO,PLPL,08/01/25,403704,0,20160
NOKANDO,RSKR,08/01/25,638820,0,0
NOKANDO,SIS1,08/01/25,0,40320,0
NOKANDO,TRTU,08/01/25,947520,0,0
NOKANDO,TRTZ,09/01/25,921480,0,0
NOKANDO,TRTU,09/01/25,1279145,0,0
NOKANDO,RSKR,09/01/25,453600,0,0
NOKANDO,PLPL,09/01/25,363384,0,0
NOKANDO,RSKR,10/01/25,322560,0,0
NOKANDO,TRTU,10/01/25,1252300,0,0
NOKANDO,LUEX,10/01/25,301140,0,0
NOKANDO,PLPL,10/01/25,708551,0,423360
NOKANDO,TRTZ,10/01/25,760830,0,0
NOKANDO,PLPL,11/01/25,826326,48,0
NOKANDO,TRTU,11/01/25,986395,0,0
NOKANDO,RSKR,11/01/25,133560,0,0
NOKANDO,LUEX,11/01/25,0,0,0
NOKANDO,TRTZ,11/01/25,910980,0,0
NOKANDO,PLPL,12/01/25,705071,0,100800
NOKANDO,TRTU,12/01/25,949321,0,0
NOKANDO,LUEX,12/01/25,0,0,0
NOKANDO,TRTZ,12/01/25,542430,0,0
NOKANDO,RSKR,12/01/25,122220,0,0
NOKANDO,TRTU,01/01/26,978706,201600,0
NOKANDO,SIS1,01/01/26,0,20160,0
NOKANDO,RSKR,01/01/26,107100,60480,0
NOKANDO,LUEX,01/01/26,0,0,0
NOKANDO,TRTZ,01/01/26,265230,362880,0
NOKANDO,PLPL,01/01/26,1140762,241920,504000
NOKANDO,DEW1,01/01/26,0,161280,0
NOKANDO,RSKR,02/01/26,0,100800,0
NOKANDO,TRTU,02/01/26,0,100800,0
NOKANDO,PLPL,02/01/26,0,100800,0
NOKANDO,TRTZ,02/01/26,0,685440,302400
NOKANDO,PLPL,03/01/26,0,0,20160
NOKANDO,RSKR,03/01/26,0,0,60480
NOKANDO,TRTZ,03/01/26,0,0,362880
NOKANDO,TRTU,03/01/26,0,60480,40320
NOKANDO,TRTZ,04/01/26,0,0,806400
NOKANDO,TRTU,04/01/26,0,0,201600
NOKANDO,RSKR,04/01/26,0,0,604800
NOKANDO,BEEX,04/01/26,0,0,0
NOKANDO,PLPL,04/01/26,0,0,0
NOKANDO,PLPL,05/01/26,0,0,0
NOKANDO,TRTU,05/01/26,0,0,201600
NOKANDO,TRTZ,05/01/26,0,0,201600
NOKANDO,RSKR,05/01/26,0,0,100800
NOKANDO,TRTU,06/01/26,0,0,0
NOKANDO,PLPL,06/01/26,0,0,0
NOKANDO,TRTZ,06/01/26,0,0,504000
NOKANDO,RSKR,06/01/26,0,0,0
NOKANDO,PLPL,07/01/26,0,0,0
NOKANDO,RSKR,07/01/26,0,0,0
NOKANDO,TRTZ,07/01/26,0,0,0
NOKANDO,RSKR,08/01/26,0,0,0
NOKANDO,TRTU,08/01/26,0,0,0
NOKANDO,PLPL,08/01/26,0,0,0
NOKANDO,TRTZ,08/01/26,0,0,0
NOKANDO,TRTZ,09/01/26,0,0,0
NOKANDO,PLPL,09/01/26,0,0,0
NOKANDO,RSKR,09/01/26,0,0,0
NOKANDO,TRTU,09/01/26,0,0,0
NOKANDO,TRTZ,10/01/26,0,0,0
NOKANDO,RSKR,10/01/26,0,0,0
NOKANDO,TRTU,10/01/26,0,0,0
NOKANDO,PLPL,10/01/26,0,0,0
NOKANDO2,FRM1,02/01/25,78120,0,0
NOKANDO2,BEEX,02/01/25,20160,0,0
NOKANDO2,SIS1,02/01/25,141120,0,0
NOKANDO2,LUEX,02/01/25,961380,0,0
NOKANDO2,LUL1,02/01/25,0,0,0
NOKANDO2,DEW1,02/01/25,1260,0,0
NOKANDO2,DEH1,02/01/25,52060,0,0
NOKANDO2,DEF2,02/01/25,141120,0,0
NOKANDO2,LUL1,03/01/25,0,0,0
NOKANDO2,FRM1,03/01/25,26460,0,0
NOKANDO2,BEEX,03/01/25,181440,0,0
NOKANDO2,LUEX,03/01/25,2304540,0,0
NOKANDO2,DEW1,03/01/25,743400,0,0
NOKANDO2,DEF2,03/01/25,110880,0,0
NOKANDO2,DEH1,03/01/25,75480,0,0
NOKANDO2,SIS1,03/01/25,141120,0,0
NOKANDO2,LUL1,04/01/25,0,0,0
NOKANDO2,FRM1,04/01/25,60480,0,0
NOKANDO2,DEF2,04/01/25,66780,0,0
NOKANDO2,SIS1,04/01/25,236135,0,0
NOKANDO2,BEEX,04/01/25,120960,0,0
NOKANDO2,LUEX,04/01/25,1964340,0,0
NOKANDO2,DEH1,04/01/25,75600,0,0
NOKANDO2,DEW1,04/01/25,685193,0,0
NOKANDO2,PLPL,04/01/25,0,0,0
NOKANDO2,RSKR,05/01/25,0,0,0
NOKANDO2,BEEX,05/01/25,0,0,0
NOKANDO2,DEF2,05/01/25,42840,0,0
NOKANDO2,LUEX,05/01/25,1315440,0,0
NOKANDO2,LUL1,05/01/25,0,0,0
NOKANDO2,PLPL,05/01/25,0,0,0
NOKANDO2,DEW1,05/01/25,570780,0,0
NOKANDO2,DEH1,05/01/25,21960,0,0
NOKANDO2,FRM1,05/01/25,75600,0,0
NOKANDO2,SIS1,05/01/25,806280,0,0
NOKANDO2,DEF2,06/01/25,98280,0,0
NOKANDO2,PLPL,06/01/25,20160,0,0
NOKANDO2,DEH1,06/01/25,28980,0,0
NOKANDO2,SIS1,06/01/25,220080,0,0
NOKANDO2,LUEX,06/01/25,1523340,0,0
NOKANDO2,DEW1,06/01/25,278460,0,0
NOKANDO2,BEEX,06/01/25,141120,0,0
NOKANDO2,LUL1,06/01/25,0,0,0
NOKANDO2,FRM1,06/01/25,39060,0,0
NOKANDO2,FRA1,06/01/25,1260,0,0
NOKANDO2,FRM1,07/01/25,50400,0,0
NOKANDO2,DEW1,07/01/25,380520,0,0
NOKANDO2,DEF2,07/01/25,89460,0,0
NOKANDO2,LUEX,07/01/25,2046240,0,0
NOKANDO2,BEEX,07/01/25,564480,60480,0
NOKANDO2,PLPL,07/01/25,0,0,0
NOKANDO2,DEH1,07/01/25,61906,28,0
NOKANDO2,LUL1,07/01/25,0,0,0
NOKANDO2,SIS1,07/01/25,252150,0,0
NOKANDO2,FRA1,07/01/25,1260,0,0
NOKANDO2,BEEX,08/01/25,1189600,0,0
NOKANDO2,DEF2,08/01/25,97020,0,0
NOKANDO2,LUEX,08/01/25,2061360,0,0
NOKANDO2,FRM1,08/01/25,41580,0,0
NOKANDO2,DEW1,08/01/25,240660,0,0
NOKANDO2,LUL1,08/01/25,0,0,0
NOKANDO2,RSKR,08/01/25,0,0,0
NOKANDO2,FRA1,08/01/25,1260,0,0
NOKANDO2,SIS1,08/01/25,129510,0,141120
NOKANDO2,DEH1,08/01/25,59630,64,0
NOKANDO2,FRA1,09/01/25,1260,0,0
NOKANDO2,DEW1,09/01/25,322560,0,0
NOKANDO2,LUL1,09/01/25,0,0,0
NOKANDO2,BEEX,09/01/25,403360,0,0
NOKANDO2,SIS1,09/01/25,516600,20160,0
NOKANDO2,FRM1,09/01/25,89460,0,0
NOKANDO2,DEH1,09/01/25,62206,32,0
NOKANDO2,LUEX,09/01/25,2405340,0,0
NOKANDO2,DEF2,09/01/25,283500,0,0
NOKANDO2,FRM1,10/01/25,21420,0,0
NOKANDO2,DEW1,10/01/25,321300,11174,94
NOKANDO2,BEEX,10/01/25,826720,0,0
NOKANDO2,LUL1,10/01/25,0,0,0
NOKANDO2,DEF2,10/01/25,195300,0,0
NOKANDO2,FRA1,10/01/25,1260,0,0
NOKANDO2,DEH1,10/01/25,85258,2,0
NOKANDO2,LUEX,10/01/25,1145340,0,0
NOKANDO2,SIS1,10/01/25,299880,0,0
NOKANDO2,DEW1,11/01/25,454860,0,0
NOKANDO2,LUL1,11/01/25,0,183960,0
NOKANDO2,FRA1,11/01/25,1260,0,0
NOKANDO2,BEEX,11/01/25,1048480,161280,141120
NOKANDO2,DEF2,11/01/25,99540,0,0
NOKANDO2,FRM1,11/01/25,74340,0,0
NOKANDO2,LUEX,11/01/25,1120140,0,0
NOKANDO2,SIS1,11/01/25,684600,0,0
NOKANDO2,DEH1,11/01/25,83033,22,0
NOKANDO2,DEF2,12/01/25,473760,0,0
NOKANDO2,FRA1,12/01/25,1260,0,0
NOKANDO2,SIS1,12/01/25,677040,0,60480
NOKANDO2,LUEX,12/01/25,1573740,0,0
NOKANDO2,LUL1,12/01/25,0,0,0
NOKANDO2,DEH1,12/01/25,94335,0,0
NOKANDO2,FRM1,12/01/25,17640,0,0
NOKANDO2,BEEX,12/01/25,1088640,0,0
NOKANDO2,DEW1,12/01/25,262080,0,0
NOKANDO2,LUEX,01/01/26,1244880,463680,0
NOKANDO2,SIS1,01/01/26,446040,403200,0
NOKANDO2,FRA1,01/01/26,1260,0,0
NOKANDO2,DEH1,01/01/26,70534,118440,25200
NOKANDO2,BEEX,01/01/26,745920,2479680,201600
NOKANDO2,LUL1,01/01/26,0,93240,0
NOKANDO2,FRM1,01/01/26,28980,20160,0
NOKANDO2,DEW1,01/01/26,743400,262080,20160
NOKANDO2,DEF2,01/01/26,423360,100800,0
NOKANDO2,LUEX,02/01/26,0,0,0
NOKANDO2,BEEX,02/01/26,0,181440,4878720
NOKANDO2,FRM1,02/01/26,0,0,0
NOKANDO2,DEW1,02/01/26,0,0,0
NOKANDO2,DEF2,02/01/26,0,100800,100800
NOKANDO2,LUL1,02/01/26,0,0,0
NOKANDO2,SIS1,02/01/26,0,302400,423360
NOKANDO2,DEH1,02/01/26,0,0,0
NOKANDO2,SIS1,03/01/26,0,0,806400
NOKANDO2,LUL1,03/01/26,0,0,0
NOKANDO2,DEF2,03/01/26,0,0,0
NOKANDO2,FRM1,03/01/26,0,0,0
NOKANDO2,DEW1,03/01/26,0,0,0
NOKANDO2,LUEX,03/01/26,0,0,0
NOKANDO2,BEEX,03/01/26,0,0,13224960
NOKANDO2,DEH1,03/01/26,0,0,0
NOKANDO2,DEH1,04/01/26,0,0,0
NOKANDO2,LUL1,04/01/26,0,0,0
NOKANDO2,DEF2,04/01/26,0,0,201600
NOKANDO2,BEEX,04/01/26,0,0,5523840
NOKANDO2,FRM1,04/01/26,0,0,0
NOKANDO2,DEW1,04/01/26,0,0,0
NOKANDO2,SIS1,04/01/26,0,0,1713600
NOKANDO2,LUEX,04/01/26,0,0,0
NOKANDO2,LUEX,05/01/26,0,0,0
NOKANDO2,BEEX,05/01/26,0,0,4717440
NOKANDO2,DEH1,05/01/26,0,0,0
NOKANDO2,DEF2,05/01/26,0,0,0
NOKANDO2,FRM1,05/01/26,0,0,0
NOKANDO2,DEW1,05/01/26,0,0,0
NOKANDO2,SIS1,05/01/26,0,0,1209600
NOKANDO2,LUL1,05/01/26,0,0,0
NOKANDO2,SIS1,06/01/26,0,0,806400
NOKANDO2,DEF2,06/01/26,0,0,0
NOKANDO2,BEEX,06/01/26,0,0,2721600
NOKANDO2,LUEX,06/01/26,0,0,0
NOKANDO2,FRM1,06/01/26,0,0,0
NOKANDO2,DEW1,06/01/26,0,0,0
NOKANDO2,LUL1,06/01/26,0,0,0
NOKANDO2,DEH1,06/01/26,0,0,0
NOKANDO2,FRM1,07/01/26,0,0,0
NOKANDO2,DEH1,07/01/26,0,0,0
NOKANDO2,BEEX,07/01/26,0,0,0
NOKANDO2,SIS1,07/01/26,0,0,0
NOKANDO2,LUEX,07/01/26,0,0,0
NOKANDO2,DEF2,07/01/26,0,0,0
NOKANDO2,DEW1,07/01/26,0,0,0
NOKANDO2,LUL1,07/01/26,0,0,0
NOKANDO2,DEH1,08/01/26,0,0,0
NOKANDO2,LUEX,08/01/26,0,0,0
NOKANDO2,FRM1,08/01/26,0,0,0
NOKANDO2,LUL1,08/01/26,0,0,0
NOKANDO2,DEF2,08/01/26,0,0,0
NOKANDO2,SIS1,08/01/26,0,0,0
NOKANDO2,BEEX,08/01/26,0,0,0
NOKANDO2,DEW1,08/01/26,0,0,0
NOKANDO2,DEF2,09/01/26,0,0,0
NOKANDO2,LUEX,09/01/26,0,0,0
NOKANDO2,DEH1,09/01/26,0,0,0
NOKANDO2,FRM1,09/01/26,0,0,0
NOKANDO2,LUL1,09/01/26,0,0,0
NOKANDO2,DEW1,09/01/26,0,0,0
NOKANDO2,SIS1,09/01/26,0,0,0
NOKANDO2,BEEX,09/01/26,0,0,0
NOKANDO2,FRM1,10/01/26,0,0,0
NOKANDO2,LUL1,10/01/26,0,0,0
NOKANDO2,BEEX,10/01/26,0,0,0
NOKANDO2,DEW1,10/01/26,0,0,0
NOKANDO2,LUEX,10/01/26,0,0,0
NOKANDO2,SIS1,10/01/26,0,0,0
NOKANDO2,DEF2,10/01/26,0,0,0
NOKANDO2,DEH1,10/01/26,0,0,0
NOKANDO4,LUL1,02/01/25,0,0,0
NOKANDO4,BEEX,02/01/25,0,0,0
NOKANDO4,TRTU,02/01/25,220570,0,0
NOKANDO4,ZASA,02/01/25,286020,0,0
NOKANDO4,FRM1,02/01/25,49140,0,0
NOKANDO4,TRTZ,02/01/25,22890,0,0
NOKANDO4,LUEX,02/01/25,138600,0,0
NOKANDO4,SIS1,02/01/25,60480,0,0
NOKANDO4,DEF1,02/01/25,57960,0,0
NOKANDO4,RSKR,02/01/25,153720,0,0
NOKANDO4,PLPL,02/01/25,240205,0,0
NOKANDO4,DEW1,03/01/25,403200,0,0
NOKANDO4,PLPL,03/01/25,99085,20160,0
NOKANDO4,TRTU,03/01/25,60095,0,0
NOKANDO4,FRM1,03/01/25,39060,0,0
NOKANDO4,SIS1,03/01/25,20160,0,0
NOKANDO4,TRTZ,03/01/25,153720,0,0
NOKANDO4,ZASA,03/01/25,254520,0,0
NOKANDO4,DEF1,03/01/25,60480,0,0
NOKANDO4,BEEX,03/01/25,221760,0,0
NOKANDO4,RSKR,03/01/25,153720,0,0
NOKANDO4,LUEX,03/01/25,378000,0,0
NOKANDO4,RSKR,04/01/25,112140,0,0
NOKANDO4,ZASA,04/01/25,279720,0,0
NOKANDO4,FRM1,04/01/25,39060,0,0
NOKANDO4,PLPL,04/01/25,140665,0,0
NOKANDO4,SIS1,04/01/25,241380,0,0
NOKANDO4,DEW1,04/01/25,126000,0,0
NOKANDO4,TRTU,04/01/25,0,0,0
NOKANDO4,TRTZ,04/01/25,147000,0,0
NOKANDO4,BEEX,04/01/25,0,100800,0
NOKANDO4,DEF1,04/01/25,25200,0,0
NOKANDO4,LUEX,04/01/25,679140,0,0
NOKANDO4,TRTZ,05/01/25,70980,0,0
NOKANDO4,DEW1,05/01/25,264600,0,0
NOKANDO4,BEEX,05/01/25,0,0,0
NOKANDO4,DEF1,05/01/25,27720,0,0
NOKANDO4,RSKR,05/01/25,167580,0,0
NOKANDO4,FRM1,05/01/25,0,0,0
NOKANDO4,ZASA,05/01/25,234220,0,0
NOKANDO4,SIS1,05/01/25,395840,0,0
NOKANDO4,PLPL,05/01/25,95305,0,0
NOKANDO4,LUEX,05/01/25,236880,0,0
NOKANDO4,BEEX,06/01/25,20160,0,0
NOKANDO4,DEW1,06/01/25,55424,0,0
NOKANDO4,ZASA,06/01/25,211680,0,0
NOKANDO4,PLPL,06/01/25,50400,0,0
NOKANDO4,LUEX,06/01/25,55440,0,0
NOKANDO4,RSKR,06/01/25,84420,0,0
NOKANDO4,DEF1,06/01/25,47880,0,0
NOKANDO4,SIS1,06/01/25,237720,0,0
NOKANDO4,TRTZ,06/01/25,73080,0,0
NOKANDO4,TRTZ,07/01/25,85680,0,0
NOKANDO4,LUEX,07/01/25,541800,0,0
NOKANDO4,SIS1,07/01/25,196560,0,0
NOKANDO4,DEF1,07/01/25,5040,0,0
NOKANDO4,RSKR,07/01/25,124740,0,0
NOKANDO4,ZASA,07/01/25,189000,0,0
NOKANDO4,DEW1,07/01/25,458640,0,0
NOKANDO4,BEEX,07/01/25,0,60480,0
NOKANDO4,PLPL,07/01/25,279720,0,0
NOKANDO4,TRTZ,08/01/25,264180,0,0
NOKANDO4,BEEX,08/01/25,0,0,0
NOKANDO4,SIS1,08/01/25,115920,0,0
NOKANDO4,DEF1,08/01/25,0,0,0
NOKANDO4,PLPL,08/01/25,141120,0,20160
NOKANDO4,ZASA,08/01/25,189000,0,0
NOKANDO4,DEW1,08/01/25,88200,0,0
NOKANDO4,RSKR,08/01/25,117180,0,0
NOKANDO4,LUEX,08/01/25,617400,0,0
NOKANDO4,BEEX,09/01/25,302400,0,0
NOKANDO4,DEW1,09/01/25,171360,0,0
NOKANDO4,ZASA,09/01/25,189000,0,0
NOKANDO4,SIS1,09/01/25,73920,0,0
NOKANDO4,RSKR,09/01/25,170100,0,0
NOKANDO4,TRTZ,09/01/25,269010,0,0
NOKANDO4,PLPL,09/01/25,120960,0,0
NOKANDO4,DEF1,09/01/25,22680,0,0
NOKANDO4,LUEX,09/01/25,527940,0,0
NOKANDO4,RSKR,10/01/25,289800,0,0
NOKANDO4,DEF1,10/01/25,0,0,0
NOKANDO4,SIS1,10/01/25,69720,0,0
NOKANDO4,LUEX,10/01/25,176400,0,0
NOKANDO4,BEEX,10/01/25,20160,0,0
NOKANDO4,ZASA,10/01/25,197820,0,100800
NOKANDO4,PLPL,10/01/25,82152,0,100800
NOKANDO4,TRTZ,10/01/25,221760,0,0
NOKANDO4,DEW1,10/01/25,244440,0,0
NOKANDO4,BEEX,11/01/25,40320,0,0
NOKANDO4,PLPL,11/01/25,172657,0,0
NOKANDO4,LUEX,11/01/25,98280,0,0
NOKANDO4,TRTZ,11/01/25,265650,0,0
NOKANDO4,DEW1,11/01/25,158760,0,0
NOKANDO4,RSKR,11/01/25,137340,0,0
NOKANDO4,SIS1,11/01/25,121800,0,0
NOKANDO4,ZASA,11/01/25,197820,0,0
NOKANDO4,SIS1,12/01/25,69720,0,0
NOKANDO4,PLPL,12/01/25,121968,0,40320
NOKANDO4,ZASA,12/01/25,35280,0,0
NOKANDO4,RSKR,12/01/25,120960,0,0
NOKANDO4,DEW1,12/01/25,80640,0,0
NOKANDO4,LUEX,12/01/25,0,0,0
NOKANDO4,TRTZ,12/01/25,237300,0,0
NOKANDO4,BEEX,12/01/25,100800,0,0
NOKANDO4,DEW1,01/01/26,205380,181440,60480
NOKANDO4,BEEX,01/01/26,262080,201600,0
NOKANDO4,LUEX,01/01/26,0,60480,40320
NOKANDO4,SIS1,01/01/26,84000,80640,201600
NOKANDO4,TRTZ,01/01/26,76650,0,0
NOKANDO4,PLPL,01/01/26,385641,0,100800
NOKANDO4,ZASA,01/01/26,15120,0,0
NOKANDO4,TRTU,01/01/26,0,0,0
NOKANDO4,FRM1,01/01/26,0,0,0
NOKANDO4,DEF1,01/01/26,0,0,0
NOKANDO4,LUL1,01/01/26,0,0,0
NOKANDO4,RSKR,01/01/26,95760,100800,0
NOKANDO4,TRTZ,02/01/26,0,201600,201600
NOKANDO4,BEEX,02/01/26,0,383040,604800
NOKANDO4,PLPL,02/01/26,0,0,0
NOKANDO4,SIS1,02/01/26,0,322560,201600
NOKANDO4,DEW1,02/01/26,0,0,0
NOKANDO4,RSKR,02/01/26,0,100800,0
NOKANDO4,LUEX,02/01/26,0,0,20160
NOKANDO4,DEW1,03/01/26,0,0,0
NOKANDO4,DEF1,03/01/26,0,0,0
NOKANDO4,SIS1,03/01/26,0,0,504000
NOKANDO4,TRTZ,03/01/26,0,0,403200
NOKANDO4,LUEX,03/01/26,0,0,0
NOKANDO4,BEEX,03/01/26,0,0,504000
NOKANDO4,PLPL,03/01/26,0,0,0
NOKANDO4,RSKR,03/01/26,0,40320,100800
NOKANDO4,BEEX,04/01/26,0,0,302400
NOKANDO4,DEF1,04/01/26,0,0,0
